scheme,epsilon,round,sim_time_s,round_time_s,bottleneck_worker,test_accuracy,test_loss
none,0.09077422201633453,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,0.09077422201633453,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,0.09077422201633453,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,0.09077422201633453,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,0.09077422201633453,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,0.09077422201633453,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,0.09077422201633453,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,0.09077422201633453,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,0.09077422201633453,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,0.09077422201633453,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,0.09077422201633453,14,0.110179344,0.007345289600000001,0,0.4433,2.058496856689453
uniform,0.09077422201633453,29,0.220358688,0.007345289600000001,0,0.6633,1.5595118560791015
uniform,0.09077422201633453,44,0.33053803200000026,0.007345289600000001,0,0.7675,0.9962333740234375
uniform,0.09077422201633453,59,0.44071737600000066,0.007345289600000001,0,0.8409,0.7043180145263672
uniform,0.09077422201633453,74,0.550896720000001,0.007345289600000001,0,0.8601,0.5697783721923828
uniform,0.09077422201633453,89,0.6610760640000014,0.007345289600000001,0,0.8773,0.490984407043457
uniform,0.09077422201633453,104,0.7712554080000018,0.007345289600000001,0,0.8799,0.4430627593994141
uniform,0.09077422201633453,119,0.8814347520000022,0.007345289600000001,0,0.8881,0.40741165466308593
uniform,0.09077422201633453,134,0.9916140960000026,0.007345289600000001,0,0.8936,0.3830433097839355
uniform,0.09077422201633453,149,1.1017934400000016,0.007345289600000001,0,0.8949,0.365414697265625
greedy,0.09077422201633453,14,0.10363619125915638,0.006909079417277093,5,0.4432,2.058500042724609
greedy,0.09077422201633453,29,0.20727238251831268,0.006909079417277093,5,0.6636,1.5594494689941407
greedy,0.09077422201633453,44,0.310908573777469,0.006909079417277093,5,0.7676,0.9961502075195312
greedy,0.09077422201633453,59,0.4145447650366253,0.006909079417277093,5,0.8407,0.704282307434082
greedy,0.09077422201633453,74,0.5181809562957818,0.006909079417277093,5,0.8602,0.5697655853271484
greedy,0.09077422201633453,89,0.6218171475549389,0.006909079417277093,5,0.8773,0.4909671127319336
greedy,0.09077422201633453,104,0.725453338814096,0.006909079417277093,5,0.8799,0.44305018157958986
greedy,0.09077422201633453,119,0.8290895300732531,0.006909079417277093,5,0.888,0.40740869064331053
greedy,0.09077422201633453,134,0.9327257213324103,0.006909079417277093,5,0.8936,0.3830241226196289
greedy,0.09077422201633453,149,1.0363619125915668,0.006909079417277093,5,0.8952,0.36540324478149416
compressiq,0.09077422201633453,14,0.10018620324323194,0.006679080216215461,5,0.4432,2.0585287048339844
compressiq,0.09077422201633453,29,0.20037240648646393,0.006679080216215461,5,0.6634,1.5595469299316407
compressiq,0.09077422201633453,44,0.3005586097296957,0.006679080216215461,5,0.7678,0.9962071899414062
compressiq,0.09077422201633453,59,0.4007448129729273,0.006679080216215461,5,0.8407,0.7043143615722657
compressiq,0.09077422201633453,74,0.5009310162161589,0.006679080216215461,5,0.86,0.5697722274780274
compressiq,0.09077422201633453,89,0.6011172194593905,0.006679080216215461,5,0.8773,0.49098682403564453
compressiq,0.09077422201633453,104,0.701303422702622,0.006679080216215461,5,0.8798,0.44305568542480467
compressiq,0.09077422201633453,119,0.8014896259458536,0.006679080216215461,5,0.888,0.4074185272216797
compressiq,0.09077422201633453,134,0.9016758291890852,0.006679080216215461,5,0.8936,0.38303468856811523
compressiq,0.09077422201633453,149,1.0018620324323169,0.006679080216215461,5,0.8949,0.3654289077758789
none,0.22326006011977087,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,0.22326006011977087,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,0.22326006011977087,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,0.22326006011977087,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,0.22326006011977087,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,0.22326006011977087,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,0.22326006011977087,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,0.22326006011977087,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,0.22326006011977087,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,0.22326006011977087,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,0.22326006011977087,14,0.1042641977270665,0.006950946515137767,0,0.4432,2.058535919189453
uniform,0.22326006011977087,29,0.20852839545413315,0.006950946515137767,0,0.6633,1.5596251403808594
uniform,0.22326006011977087,44,0.31279259318119984,0.006950946515137767,0,0.7676,0.9962678283691406
uniform,0.22326006011977087,59,0.41705679090826653,0.006950946515137767,0,0.841,0.7042930755615234
uniform,0.22326006011977087,74,0.521320988635333,0.006950946515137767,0,0.8602,0.569752262878418
uniform,0.22326006011977087,89,0.6255851863623989,0.006950946515137767,0,0.8773,0.49097630920410157
uniform,0.22326006011977087,104,0.7298493840894648,0.006950946515137767,0,0.8799,0.44305714492797854
uniform,0.22326006011977087,119,0.8341135818165306,0.006950946515137767,0,0.8881,0.4073955863952637
uniform,0.22326006011977087,134,0.9383777795435965,0.006950946515137767,0,0.8936,0.38301587448120117
uniform,0.22326006011977087,149,1.042641977270663,0.006950946515137767,0,0.895,0.3653844009399414
greedy,0.22326006011977087,14,0.0940026868609342,0.006266845790728944,5,0.4433,2.0585277282714842
greedy,0.22326006011977087,29,0.1880053737218684,0.006266845790728944,5,0.6633,1.5595902770996093
greedy,0.22326006011977087,44,0.2820080605828026,0.006266845790728944,5,0.7676,0.9962650421142578
greedy,0.22326006011977087,59,0.3760107474437368,0.006266845790728944,5,0.8408,0.7043238433837891
greedy,0.22326006011977087,74,0.470013434304671,0.006266845790728944,5,0.8602,0.5697737335205079
greedy,0.22326006011977087,89,0.5640161211656046,0.006266845790728944,5,0.8773,0.4909859161376953
greedy,0.22326006011977087,104,0.658018808026538,0.006266845790728944,5,0.8798,0.44306421585083006
greedy,0.22326006011977087,119,0.7520214948874714,0.006266845790728944,5,0.8881,0.40741929626464846
greedy,0.22326006011977087,134,0.8460241817484048,0.006266845790728944,5,0.8936,0.38302952041625976
greedy,0.22326006011977087,149,0.9400268686093382,0.006266845790728944,5,0.895,0.3654064659118652
compressiq,0.22326006011977087,14,0.08859213156044371,0.0059061421040295815,5,0.4432,2.058531530761719
compressiq,0.22326006011977087,29,0.17718426312088753,0.0059061421040295815,5,0.6632,1.5596369873046876
compressiq,0.22326006011977087,44,0.26577639468133135,0.0059061421040295815,5,0.7677,0.996268881225586
compressiq,0.22326006011977087,59,0.35436852624177484,0.0059061421040295815,5,0.8409,0.704322607421875
compressiq,0.22326006011977087,74,0.4429606578022183,0.0059061421040295815,5,0.86,0.5697756439208984
compressiq,0.22326006011977087,89,0.5315527893626621,0.0059061421040295815,5,0.8773,0.4909951156616211
compressiq,0.22326006011977087,104,0.6201449209231065,0.0059061421040295815,5,0.8799,0.44305112915039063
compressiq,0.22326006011977087,119,0.7087370524835508,0.0059061421040295815,5,0.888,0.40741594314575197
compressiq,0.22326006011977087,134,0.7973291840439951,0.0059061421040295815,5,0.8936,0.3830416297912598
compressiq,0.22326006011977087,149,0.8859213156044394,0.0059061421040295815,5,0.8949,0.36541808395385744
none,0.5491102356758757,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,0.5491102356758757,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,0.5491102356758757,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,0.5491102356758757,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,0.5491102356758757,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,0.5491102356758757,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,0.5491102356758757,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,0.5491102356758757,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,0.5491102356758757,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,0.5491102356758757,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,0.5491102356758757,14,0.0949875783115394,0.006332505220769292,0,0.4431,2.0585981384277345
uniform,0.5491102356758757,29,0.18997515662307865,0.006332505220769292,0,0.6633,1.5597294494628906
uniform,0.5491102356758757,44,0.2849627349346179,0.006332505220769292,0,0.7674,0.9963623199462891
uniform,0.5491102356758757,59,0.3799503132461571,0.006332505220769292,0,0.8407,0.7043369415283203
uniform,0.5491102356758757,74,0.4749378915576963,0.006332505220769292,0,0.8601,0.5697597320556641
uniform,0.5491102356758757,89,0.5699254698692361,0.006332505220769292,0,0.8773,0.49095458984375
uniform,0.5491102356758757,104,0.6649130481807761,0.006332505220769292,0,0.8798,0.4430509902954102
uniform,0.5491102356758757,119,0.7599006264923162,0.006332505220769292,0,0.888,0.4074236991882324
uniform,0.5491102356758757,134,0.8548882048038562,0.006332505220769292,0,0.8935,0.3830184181213379
uniform,0.5491102356758757,149,0.9498757831153962,0.006332505220769292,0,0.8951,0.3654080543518066
greedy,0.5491102356758757,14,0.07889463207807328,0.005259642138538219,5,0.4429,2.0586457214355467
greedy,0.5491102356758757,29,0.15778926415614655,0.005259642138538219,5,0.6632,1.5598611358642578
greedy,0.5491102356758757,44,0.23668389623421981,0.005259642138538219,5,0.7675,0.9964885986328125
greedy,0.5491102356758757,59,0.31557852831229344,0.005259642138538219,5,0.8409,0.7044083801269532
greedy,0.5491102356758757,74,0.3944731603903671,0.005259642138538219,5,0.8601,0.5697793014526367
greedy,0.5491102356758757,89,0.4733677924684408,0.005259642138538219,5,0.8775,0.490991259765625
greedy,0.5491102356758757,104,0.5522624245465144,0.005259642138538219,5,0.8798,0.44307222061157225
greedy,0.5491102356758757,119,0.6311570566245881,0.005259642138538219,5,0.888,0.40745020599365234
greedy,0.5491102356758757,134,0.7100516887026618,0.005259642138538219,5,0.8934,0.38304873733520506
greedy,0.5491102356758757,149,0.7889463207807355,0.005259642138538219,5,0.8951,0.3654275459289551
compressiq,0.5491102356758757,14,0.07040935382788342,0.004693956921858896,5,0.4431,2.058706854248047
compressiq,0.5491102356758757,29,0.14081870765576684,0.004693956921858896,5,0.6633,1.560050003051758
compressiq,0.5491102356758757,44,0.21122806148365025,0.004693956921858896,5,0.7675,0.9965426849365234
compressiq,0.5491102356758757,59,0.28163741531153386,0.004693956921858896,5,0.8409,0.70440791015625
compressiq,0.5491102356758757,74,0.3520467691394177,0.004693956921858896,5,0.8601,0.5697688323974609
compressiq,0.5491102356758757,89,0.4224561229673015,0.004693956921858896,5,0.8774,0.49099588317871096
compressiq,0.5491102356758757,104,0.49286547679518533,0.004693956921858896,5,0.8799,0.4430657325744629
compressiq,0.5491102356758757,119,0.5632748306230692,0.004693956921858896,5,0.888,0.40742890853881836
compressiq,0.5491102356758757,134,0.633684184450953,0.004693956921858896,5,0.8935,0.3830346031188965
compressiq,0.5491102356758757,149,0.7040935382788368,0.004693956921858896,5,0.8949,0.36540139389038084
none,1.3505418334217958,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,1.3505418334217958,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,1.3505418334217958,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,1.3505418334217958,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,1.3505418334217958,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,1.3505418334217958,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,1.3505418334217958,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,1.3505418334217958,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,1.3505418334217958,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,1.3505418334217958,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,1.3505418334217958,14,0.08043921994307293,0.00536261466287153,0,0.443,2.0587973266601565
uniform,1.3505418334217958,29,0.16087843988614578,0.00536261466287153,0,0.6635,1.5602496337890626
uniform,1.3505418334217958,44,0.24131765982921863,0.00536261466287153,0,0.7677,0.9966765594482422
uniform,1.3505418334217958,59,0.3217568797722915,0.00536261466287153,0,0.8409,0.7044804611206055
uniform,1.3505418334217958,74,0.40219609971536435,0.00536261466287153,0,0.8602,0.5698499374389648
uniform,1.3505418334217958,89,0.4826353196584372,0.00536261466287153,0,0.8773,0.4910320190429687
uniform,1.3505418334217958,104,0.5630745396015107,0.00536261466287153,0,0.8801,0.4430329635620117
uniform,1.3505418334217958,119,0.6435137595445843,0.00536261466287153,0,0.8881,0.40746630783081056
uniform,1.3505418334217958,134,0.723952979487658,0.00536261466287153,0,0.8936,0.38307469024658203
uniform,1.3505418334217958,149,0.8043921994307317,0.00536261466287153,0,0.895,0.3654261566162109
greedy,1.3505418334217958,14,0.05520093662867414,0.0036800624419116093,5,0.4428,2.0591305786132814
greedy,1.3505418334217958,29,0.11040187325734818,0.0036800624419116093,5,0.6633,1.5611682556152344
greedy,1.3505418334217958,44,0.16560280988602222,0.0036800624419116093,5,0.7679,0.9973186157226562
greedy,1.3505418334217958,59,0.22080374651469625,0.0036800624419116093,5,0.8411,0.704786215209961
greedy,1.3505418334217958,74,0.2760046831433703,0.0036800624419116093,5,0.8603,0.5700185882568359
greedy,1.3505418334217958,89,0.3312056197720443,0.0036800624419116093,5,0.8774,0.4911678314208984
greedy,1.3505418334217958,104,0.38640655640071836,0.0036800624419116093,5,0.8801,0.44312948760986326
greedy,1.3505418334217958,119,0.4416074930293924,0.0036800624419116093,5,0.888,0.4075857353210449
greedy,1.3505418334217958,134,0.49680842965806643,0.0036800624419116093,5,0.8934,0.3830999008178711
greedy,1.3505418334217958,149,0.5520093662867412,0.0036800624419116093,5,0.8953,0.36548676681518555
compressiq,1.3505418334217958,14,0.041893624621217734,0.0027929083080811823,5,0.4427,2.059990985107422
compressiq,1.3505418334217958,29,0.08378724924243547,0.0027929083080811823,5,0.6631,1.563452667236328
compressiq,1.3505418334217958,44,0.1256808738636532,0.0027929083080811823,5,0.7672,0.9988496795654297
compressiq,1.3505418334217958,59,0.16757449848487094,0.0027929083080811823,5,0.841,0.7054088455200195
compressiq,1.3505418334217958,74,0.20946812310608867,0.0027929083080811823,5,0.8605,0.5703231964111328
compressiq,1.3505418334217958,89,0.2513617477273064,0.0027929083080811823,5,0.8777,0.4914448715209961
compressiq,1.3505418334217958,104,0.2932553723485245,0.0027929083080811823,5,0.8802,0.4432267562866211
compressiq,1.3505418334217958,119,0.33514899696974265,0.0027929083080811823,5,0.8879,0.407702172088623
compressiq,1.3505418334217958,134,0.3770426215909608,0.0027929083080811823,5,0.8934,0.38317216415405275
compressiq,1.3505418334217958,149,0.41893624621217895,0.0027929083080811823,5,0.8951,0.36555049743652346
none,3.321670450337297,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,3.321670450337297,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,3.321670450337297,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,3.321670450337297,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,3.321670450337297,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,3.321670450337297,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,3.321670450337297,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,3.321670450337297,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,3.321670450337297,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,3.321670450337297,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,3.321670450337297,14,0.0576232864939696,0.003841552432931305,0,0.4425,2.0603781799316407
uniform,3.321670450337297,29,0.11524657298793911,0.003841552432931305,0,0.663,1.564348565673828
uniform,3.321670450337297,44,0.1728698594819086,0.003841552432931305,0,0.7674,0.999401303100586
uniform,3.321670450337297,59,0.2304931459758781,0.003841552432931305,0,0.8408,0.7055836364746094
uniform,3.321670450337297,74,0.28811643246984786,0.003841552432931305,0,0.8604,0.5703442565917969
uniform,3.321670450337297,89,0.3457397189638178,0.003841552432931305,0,0.8778,0.49151569671630857
uniform,3.321670450337297,104,0.4033630054577877,0.003841552432931305,0,0.8804,0.44310269317626955
uniform,3.321670450337297,119,0.4609862919517576,0.003841552432931305,0,0.8877,0.40779254455566405
uniform,3.321670450337297,134,0.5186095784457273,0.003841552432931305,0,0.8936,0.3832340629577637
uniform,3.321670450337297,149,0.5762328649396964,0.003841552432931305,0,0.8951,0.365462833404541
greedy,3.321670450337297,14,0.018538210673214272,0.0012358807115476185,8,0.4269,2.0911447875976563
greedy,3.321670450337297,29,0.03707642134642855,0.0012358807115476185,8,0.6434,1.6602261322021485
greedy,3.321670450337297,44,0.05561463201964287,0.0012358807115476185,8,0.751,1.0874631225585938
greedy,3.321670450337297,59,0.07415284269285718,0.0012358807115476185,8,0.8317,0.7499320983886719
greedy,3.321670450337297,74,0.0926910533660715,0.0012358807115476185,8,0.8551,0.5932201843261719
greedy,3.321670450337297,89,0.11122926403928582,0.0012358807115476185,8,0.8733,0.5059702117919922
greedy,3.321670450337297,104,0.12976747471250014,0.0012358807115476185,8,0.878,0.45184289779663084
greedy,3.321670450337297,119,0.14830568538571445,0.0012358807115476185,8,0.8856,0.41428754196166995
greedy,3.321670450337297,134,0.16684389605892877,0.0012358807115476185,8,0.8922,0.3884261428833008
greedy,3.321670450337297,149,0.1853821067321431,0.0012358807115476185,8,0.8942,0.3699569175720215
compressiq,3.321670450337297,14,0.023913778237590562,0.001594251882506037,5,0.4394,2.068294079589844
compressiq,3.321670450337297,29,0.04782755647518114,0.001594251882506037,5,0.6582,1.587285238647461
compressiq,3.321670450337297,44,0.07174133471277168,0.001594251882506037,5,0.7648,1.016089306640625
compressiq,3.321670450337297,59,0.09565511295036215,0.001594251882506037,5,0.8398,0.7128205978393555
compressiq,3.321670450337297,74,0.11956889118795262,0.001594251882506037,5,0.8599,0.5738876556396484
compressiq,3.321670450337297,89,0.1434826694255431,0.001594251882506037,5,0.8773,0.49392606048583987
compressiq,3.321670450337297,104,0.16739644766313358,0.001594251882506037,5,0.8803,0.4446214225769043
compressiq,3.321670450337297,119,0.19131022590072405,0.001594251882506037,5,0.8874,0.4091070571899414
compressiq,3.321670450337297,134,0.21522400413831452,0.001594251882506037,5,0.8932,0.3842549919128418
compressiq,3.321670450337297,149,0.239137782375905,0.001594251882506037,5,0.8955,0.3665333396911621
none,8.169679981470109,14,0.12058816000000003,0.008039210666666666,0,0.4433,2.0584892700195314
none,8.169679981470109,29,0.2411763199999999,0.008039210666666666,0,0.6635,1.5594988220214843
none,8.169679981470109,44,0.3617644800000001,0.008039210666666666,0,0.7677,0.996168960571289
none,8.169679981470109,59,0.4823526400000004,0.008039210666666666,0,0.8408,0.7042884246826172
none,8.169679981470109,74,0.6029408000000006,0.008039210666666666,0,0.8601,0.5697423034667969
none,8.169679981470109,89,0.7235289600000009,0.008039210666666666,0,0.8773,0.49098040008544924
none,8.169679981470109,104,0.8441171200000012,0.008039210666666666,0,0.8799,0.44304081573486326
none,8.169679981470109,119,0.9647052800000014,0.008039210666666666,0,0.888,0.4074018493652344
none,8.169679981470109,134,1.0852934400000016,0.008039210666666666,0,0.8936,0.38302452850341795
none,8.169679981470109,149,1.2058816000000019,0.008039210666666666,0,0.8949,0.3654052604675293
uniform,8.169679981470109,14,0.021841461083190416,0.0014560974055460281,0,0.4207,2.1064992248535157
uniform,8.169679981470109,29,0.04368292216638085,0.0014560974055460281,0,0.6348,1.7000917816162109
uniform,8.169679981470109,44,0.06552438324957131,0.0014560974055460281,0,0.7451,1.1200337188720704
uniform,8.169679981470109,59,0.08736584433276177,0.0014560974055460281,0,0.8278,0.756869775390625
uniform,8.169679981470109,74,0.10920730541595224,0.0014560974055460281,0,0.855,0.5938067962646484
uniform,8.169679981470109,89,0.13104876649914268,0.0014560974055460281,0,0.8724,0.5070853225708007
uniform,8.169679981470109,104,0.15289022758233314,0.0014560974055460281,0,0.88,0.45235565795898436
uniform,8.169679981470109,119,0.1747316886655236,0.0014560974055460281,0,0.8839,0.41637710876464845
uniform,8.169679981470109,134,0.19657314974871407,0.0014560974055460281,0,0.8921,0.38976161422729494
uniform,8.169679981470109,149,0.21841461083190453,0.0014560974055460281,0,0.8946,0.37022517852783204
greedy,8.169679981470109,14,0.0175408816,0.0011693921066666666,0,0.425,2.094398492431641
greedy,8.169679981470109,29,0.0350817632,0.0011693921066666666,0,0.6406,1.670794012451172
greedy,8.169679981470109,44,0.0526226448,0.0011693921066666666,0,0.7493,1.0979772430419923
greedy,8.169679981470109,59,0.0701635264,0.0011693921066666666,0,0.8314,0.7553323181152344
greedy,8.169679981470109,74,0.087704408,0.0011693921066666666,0,0.8546,0.5961749954223633
greedy,8.169679981470109,89,0.1052452896,0.0011693921066666666,0,0.872,0.5082674072265625
greedy,8.169679981470109,104,0.1227861712,0.0011693921066666666,0,0.878,0.45305639877319337
greedy,8.169679981470109,119,0.1403270528,0.0011693921066666666,0,0.8848,0.41537730331420897
greedy,8.169679981470109,134,0.1578679344,0.0011693921066666666,0,0.8921,0.38919297943115233
greedy,8.169679981470109,149,0.175408816,0.0011693921066666666,0,0.8941,0.37048685836791995
compressiq,8.169679981470109,14,0.017540881623496086,0.0011693921082330725,5,0.4141,2.117922412109375
compressiq,8.169679981470109,29,0.035081763246992186,0.0011693921082330725,5,0.6237,1.7411080963134766
compressiq,8.169679981470109,44,0.05262264487048829,0.0011693921082330725,5,0.7375,1.1742284637451172
compressiq,8.169679981470109,59,0.07016352649398434,0.0011693921082330725,5,0.8226,0.7896519805908203
compressiq,8.169679981470109,74,0.08770440811748034,0.0011693921082330725,5,0.8507,0.6118768676757812
compressiq,8.169679981470109,89,0.10524528974097634,0.0011693921082330725,5,0.8687,0.5181124816894531
compressiq,8.169679981470109,104,0.12278617136447234,0.0011693921082330725,5,0.8773,0.4588247314453125
compressiq,8.169679981470109,119,0.14032705298796852,0.0011693921082330725,5,0.884,0.42080680465698245
compressiq,8.169679981470109,134,0.15786793461146473,0.0011693921082330725,5,0.891,0.39302426986694333
compressiq,8.169679981470109,149,0.17540881623496093,0.0011693921082330725,5,0.8936,0.3733185852050781
